alias_id,source_scope,raw_chain_name,chain_network_id,namespace_id,address_codec_id,address_type,asset_hint,token_standard_hint,status,evidence_ref,source_id,approved_by,approved_at,approval_notes
85,cex_por_workbook:KuCoin,Noble,37,35,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Noble&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
86,cex_por_workbook:KuCoin,Optimism,6,8,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Optimism&rows=8,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
87,cex_por_workbook:KuCoin,Plasma,77,80,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Plasma&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
88,cex_por_workbook:KuCoin,Polygon,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Polygon&rows=6,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
89,cex_por_workbook:KuCoin,Scroll,20,18,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Scroll&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
90,cex_por_workbook:KuCoin,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Solana&rows=10,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
91,cex_por_workbook:KuCoin,Sonic,28,26,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Sonic&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
92,cex_por_workbook:KuCoin,Starknet,48,46,95,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Starknet&rows=5,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
93,cex_por_workbook:KuCoin,Statemint,84,87,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Statemint&rows=4,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
94,cex_por_workbook:KuCoin,SUI,29,27,30,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=SUI&rows=7,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
95,cex_por_workbook:KuCoin,Taiko,70,73,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Taiko&rows=5,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
96,cex_por_workbook:KuCoin,Tezos,46,44,93,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Tezos&rows=4,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
97,cex_por_workbook:KuCoin,TON,31,29,50,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=TON&rows=26,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
98,cex_por_workbook:KuCoin,Tron,9,11,21,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Tron&rows=12,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
99,cex_por_workbook:KuCoin,XDC,74,77,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=XDC&rows=4,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
100,cex_por_workbook:KuCoin,Zircuit,75,78,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=Zircuit&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
101,cex_por_workbook:KuCoin,ZKLink Nova,76,79,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=ZKLink%20Nova&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
102,cex_por_workbook:KuCoin,ZKSync Era,18,16,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=KuCoin&distinct_chain=ZKSync%20Era&rows=4,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
103,cex_por_workbook:Bitfinex,AION,107,110,117,wallet_address,,,unsupported,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=AION&rows=1,13,catalog_review,2026-07-17,Recognized historical/unsupported source value
104,cex_por_workbook:Bitfinex,Algorand,45,43,92,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Algorand&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
105,cex_por_workbook:Bitfinex,Aptos,30,28,31,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Aptos&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
106,cex_por_workbook:Bitfinex,Atlas,8,10,20,wallet_address,ATLAS,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Atlas&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
107,cex_por_workbook:Bitfinex,ATLAS,8,10,20,wallet_address,ATLAS,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=ATLAS&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
108,cex_por_workbook:Bitfinex,Avalanche,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Avalanche&rows=1,13,,,Requires manual mapping review
109,cex_por_workbook:Bitfinex,Avalanche (,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Avalanche%20(&rows=1,13,,,Requires manual mapping review
110,cex_por_workbook:Bitfinex,Avalanche (C-Chain),14,12,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Avalanche%20(C-Chain)&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
111,cex_por_workbook:Bitfinex,BCH,10,48,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=BCH&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
112,cex_por_workbook:Bitfinex,Bitcoin Cash,10,48,96,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Bitcoin%20Cash&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
113,cex_por_workbook:Bitfinex,Bitcoin SV,49,52,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Bitcoin%20SV&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
114,cex_por_workbook:Bitfinex,Blockstream Mining Note (BMN),55,58,101,wallet_address,BMN,Liquid asset,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Blockstream%20Mining%20Note%20(BMN)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
115,cex_por_workbook:Bitfinex,BTC,1,47,13,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=BTC&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
116,cex_por_workbook:Bitfinex,Callisto,59,62,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Callisto&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
117,cex_por_workbook:Bitfinex,Cardano ADA,40,38,71,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Cardano%20ADA&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
118,cex_por_workbook:Bitfinex,Certik,111,114,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Certik&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
119,cex_por_workbook:Bitfinex,CLO,59,62,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=CLO&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
120,cex_por_workbook:Bitfinex,Concordium,85,88,103,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Concordium&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
121,cex_por_workbook:Bitfinex,Cosmos,32,30,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Cosmos&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
122,cex_por_workbook:Bitfinex,Dash,51,54,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Dash&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
123,cex_por_workbook:Bitfinex,Decred,52,55,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Decred&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
124,cex_por_workbook:Bitfinex,Dfinity,86,89,104,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Dfinity&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
125,cex_por_workbook:Bitfinex,Digibyte,53,56,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Digibyte&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
126,cex_por_workbook:Bitfinex,Dogecoin,12,50,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Dogecoin&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
127,cex_por_workbook:Bitfinex,Elrond,87,90,105,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Elrond&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
128,cex_por_workbook:Bitfinex,EOS/EOS Tokens,101,104,112,wallet_address,,Antelope token,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=EOS%2FEOS%20Tokens&rows=9,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
129,cex_por_workbook:Bitfinex,ETH/ERC20,2,4,1,wallet_address,,ERC-20,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=ETH%2FERC20&rows=3,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
130,cex_por_workbook:Bitfinex,ETH/ERC20 (,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=ETH%2FERC20%20(&rows=1,13,,,Requires manual mapping review
131,cex_por_workbook:Bitfinex,Ethereum Classic,57,60,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Ethereum%20Classic&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
132,cex_por_workbook:Bitfinex,ETP/MVS,103,106,115,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=ETP%2FMVS&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
133,cex_por_workbook:Bitfinex,Fantom/Fantom tokens,16,14,1,wallet_address,,EVM token,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Fantom%2FFantom%20tokens&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
134,cex_por_workbook:Bitfinex,Filecoin,88,91,106,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Filecoin&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
135,cex_por_workbook:Bitfinex,GMT,8,10,20,wallet_address,GMT,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=GMT&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
136,cex_por_workbook:Bitfinex,Green Satoshi Token (GST),8,10,20,wallet_address,GST,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Green%20Satoshi%20Token%20(GST)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
137,cex_por_workbook:Bitfinex,GST,8,10,20,wallet_address,GST,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=GST&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
138,cex_por_workbook:Bitfinex,IOTA,89,92,107,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=IOTA&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
139,cex_por_workbook:Bitfinex,KAIhot,,,,wallet_address,,,pending_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=KAIhot&rows=1,13,,,Requires manual mapping review
140,cex_por_workbook:Bitfinex,Kusama,42,40,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Kusama&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
141,cex_por_workbook:Bitfinex,L-BTC,55,58,101,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=L-BTC&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
142,cex_por_workbook:Bitfinex,Litecoin,11,49,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Litecoin&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
143,cex_por_workbook:Bitfinex,LTC,11,49,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=LTC&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
144,cex_por_workbook:Bitfinex,Luna,99,102,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Luna&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
145,cex_por_workbook:Bitfinex,LUNA,99,102,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=LUNA&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
146,cex_por_workbook:Bitfinex,LUNA2,100,103,40,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=LUNA2&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
147,cex_por_workbook:Bitfinex,Mobilecoin,102,105,114,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Mobilecoin&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
148,cex_por_workbook:Bitfinex,Monero XMR,54,57,100,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Monero%20XMR&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
149,cex_por_workbook:Bitfinex,Near,39,37,60,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Near&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
150,cex_por_workbook:Bitfinex,NEO,90,93,108,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=NEO&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
151,cex_por_workbook:Bitfinex,Neo/Neogas,90,93,108,wallet_address,"NEO,GAS",NEP-17,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Neo%2FNeogas&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
152,cex_por_workbook:Bitfinex,Oasis rose,91,94,109,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Oasis%20rose&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
153,cex_por_workbook:Bitfinex,Omni,1,47,13,wallet_address,,Omni,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Omni&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
154,cex_por_workbook:Bitfinex,Omni (Omni protocol),1,47,13,wallet_address,,Omni,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Omni%20(Omni%20protocol)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
155,cex_por_workbook:Bitfinex,OXY,8,10,20,wallet_address,OXY,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=OXY&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
156,cex_por_workbook:Bitfinex,Oxygen (OXY),8,10,20,wallet_address,OXY,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Oxygen%20(OXY)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
157,cex_por_workbook:Bitfinex,Planets,45,43,92,wallet_address,PLANETS,Algorand ASA,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Planets&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
158,cex_por_workbook:Bitfinex,Polis,106,109,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Polis&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
159,cex_por_workbook:Bitfinex,POLIS,106,109,97,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=POLIS&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
160,cex_por_workbook:Bitfinex,Polkadot,41,39,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Polkadot&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
161,cex_por_workbook:Bitfinex,Polygon,3,5,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Polygon&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
162,cex_por_workbook:Bitfinex,Polygon (,,,,wallet_address,,,pending_mapping,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Polygon%20(&rows=1,13,,,Requires manual mapping review
163,cex_por_workbook:Bitfinex,RADIX (XRD),92,95,110,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RADIX%20(XRD)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
164,cex_por_workbook:Bitfinex,RBTC,56,59,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RBTC&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
165,cex_por_workbook:Bitfinex,RBTC and RSK tokens (RIF),56,59,1,wallet_address,"RBTC,RIF",ERC-20,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=RBTC%20and%20RSK%20tokens%20(RIF)&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
166,cex_por_workbook:Bitfinex,Reef,93,96,80,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Reef&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
167,cex_por_workbook:Bitfinex,Ripple XRP,43,41,90,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Ripple%20XRP&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
168,cex_por_workbook:Bitfinex,Serum,8,10,20,wallet_address,SRM,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Serum&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
169,cex_por_workbook:Bitfinex,SMR,114,117,107,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=SMR&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
170,cex_por_workbook:Bitfinex,Solana,8,10,20,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Solana&rows=2,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
171,cex_por_workbook:Bitfinex,Songbird,69,72,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Songbird&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
172,cex_por_workbook:Bitfinex,Stellar (XLM) and VELO,44,42,91,wallet_address,"XLM,VELO",Stellar asset,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Stellar%20(XLM)%20and%20VELO&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
173,cex_por_workbook:Bitfinex,Stepn (GMT),8,10,20,wallet_address,GMT,SPL,not_a_network,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Stepn%20(GMT)&rows=1,13,catalog_review,2026-07-17,Asset or token-standard expression retained as alias evidence only
174,cex_por_workbook:Bitfinex,Telos,71,74,1,wallet_address,,,approved,sha256:c19fe777e29dd0d6434d7e9f08aa36fca0d1e89ed89c293accd55b4f8b987594#sheet=Bitfinex&distinct_chain=Telos&rows=1,13,catalog_review,2026-07-17,Canonical network/namespace mapping reviewed
